signal_id,ts,open,high,low,close,volume,trade_date,year,hour,minute,bias15,prev_close,prev_volume,in_orb,after_orb,orb_high,orb_low,orb_break_up_bar,orb_break_down_bar,orb_broke_up,orb_broke_down,bar_range,body_signed,body_abs,body_pct,bear_move,bull_move,vol_spike,long_signal,short_signal,direction,side,long_entry_382,long_entry_50,short_entry_382,short_entry_50,entry_382,entry_50,stop,risk_382,risk_50
89,2021-12-17T08:45:00.000000,15677.0,15796.75,15658.25,15795.5,17450.0,2021-12-17,2021,8,45,1,15676.0,16609.0,false,true,15791.25,15657.0,true,false,true,false,138.5,118.5,118.5,85.5595667870036,-118.5,118.5,true,true,false,1,LONG,15711.157,15727.5,15743.843,15727.5,15711.157,15727.5,15657.0,54.15699999999924,70.5
90,2021-12-17T09:25:00.000000,15665.0,15739.75,15664.5,15736.5,11174.0,2021-12-17,2021,9,25,1,15664.5,10107.0,false,true,15791.25,15657.0,false,false,true,false,75.25,71.5,71.5,95.01661129568106,-71.5,71.5,true,true,false,1,LONG,15693.2455,15702.125,15711.0045,15702.125,15693.2455,15702.125,15657.0,36.2455000000009,45.125
91,2021-12-17T09:45:00.000000,15811.75,15881.75,15807.0,15881.5,13029.0,2021-12-17,2021,9,45,1,15811.0,9725.0,false,true,15791.25,15657.0,true,false,true,false,74.75,69.75,69.75,93.31103678929766,-69.75,69.75,true,true,false,1,LONG,15835.5545,15844.375,15853.1955,15844.375,15835.5545,15844.375,15657.0,178.5545000000002,187.375
92,2021-12-17T10:10:00.000000,15877.25,15956.5,15873.25,15949.75,11126.0,2021-12-17,2021,10,10,1,15878.0,6734.0,false,true,15791.25,15657.0,true,false,true,false,83.25,72.5,72.5,87.08708708708708,-72.5,72.5,true,true,false,1,LONG,15905.0515,15914.875,15924.6985,15914.875,15905.0515,15914.875,15657.0,248.05149999999958,257.875
93,2021-12-29T09:10:00.000000,16495.0,16502.0,16419.75,16422.5,14388.0,2021-12-29,2021,9,10,-1,16494.75,6061.0,false,true,16549.5,16492.0,false,true,false,true,82.25,-72.5,72.5,88.14589665653494,72.5,-72.5,true,false,true,-1,SHORT,16451.1695,16460.875,16470.5805,16460.875,16470.5805,16460.875,16549.5,78.91949999999997,88.625
94,2022-01-03T08:45:00.000000,16444.5,16453.25,16330.75,16348.5,18928.0,2022-01-03,2022,8,45,-1,16444.25,10193.0,false,true,16484.75,16378.25,false,true,false,true,122.5,-96.0,96.0,78.36734693877551,96.0,-96.0,true,false,true,-1,SHORT,16377.545,16392.0,16406.455,16392.0,16406.455,16392.0,16484.75,78.29499999999825,92.75
95,2022-01-06T09:00:00.000000,15718.5,15749.0,15635.75,15642.0,19546.0,2022-01-06,2022,9,0,-1,15718.5,12651.0,false,true,15850.5,15672.0,false,true,false,true,113.25,-76.5,76.5,67.54966887417218,76.5,-76.5,true,false,true,-1,SHORT,15679.0115,15692.375,15705.7385,15692.375,15705.7385,15692.375,15850.5,144.76150000000052,158.125
96,2022-01-11T09:00:00.000000,15549.25,15620.75,15529.5,15620.75,16400.0,2022-01-11,2022,9,0,1,15548.0,14491.0,false,true,15593.5,15475.0,true,false,true,false,91.25,71.5,71.5,78.35616438356165,-71.5,71.5,true,true,false,1,LONG,15564.3575,15575.125,15585.8925,15575.125,15564.3575,15575.125,15475.0,89.35750000000007,100.125
97,2022-01-11T10:10:00.000000,15627.0,15710.75,15626.75,15702.25,15282.0,2022-01-11,2022,10,10,1,15627.0,7987.0,false,true,15593.5,15475.0,true,false,true,false,84.0,75.25,75.25,89.58333333333334,-75.25,75.25,true,true,false,1,LONG,15658.838,15668.75,15678.662,15668.75,15658.838,15668.75,15475.0,183.83799999999974,193.75
98,2022-01-13T11:15:00.000000,15736.25,15737.0,15650.0,15663.75,16606.0,2022-01-13,2022,11,15,-1,15736.75,5875.0,false,true,15979.75,15914.0,false,true,false,true,87.0,-72.5,72.5,83.33333333333334,72.5,-72.5,true,false,true,-1,SHORT,15683.234,15693.5,15703.766,15693.5,15703.766,15693.5,15979.75,275.9840000000004,286.25
99,2022-01-18T09:05:00.000000,15338.25,15416.75,15336.5,15408.0,13203.0,2022-01-18,2022,9,5,1,15339.5,10580.0,false,true,15375.0,15271.75,true,false,true,false,80.25,69.75,69.75,86.91588785046729,-69.75,69.75,true,true,false,1,LONG,15367.1555,15376.625,15386.0945,15376.625,15367.1555,15376.625,15271.75,95.40550000000076,104.875
100,2022-01-19T10:10:00.000000,15195.75,15195.75,15128.25,15129.5,11583.0,2022-01-19,2022,10,10,-1,15196.0,6507.0,false,true,15339.5,15251.25,false,true,true,true,67.5,-66.25,66.25,98.14814814814815,66.25,-66.25,true,false,true,-1,SHORT,15154.035,15162.0,15169.965,15162.0,15169.965,15162.0,15339.5,169.53499999999985,177.5
101,2022-01-20T13:10:00.000000,15225.5,15232.5,15147.25,15153.0,9528.0,2022-01-20,2022,13,10,-1,15225.0,3335.0,false,true,15258.25,15160.25,false,true,true,true,85.25,-72.5,72.5,85.04398826979472,72.5,-72.5,true,false,true,-1,SHORT,15179.8155,15189.875,15199.9345,15189.875,15199.9345,15189.875,15258.25,58.31550000000061,68.375
102,2022-01-21T10:35:00.000000,14808.0,14818.0,14719.0,14728.0,10097.0,2022-01-21,2022,10,35,-1,14808.0,9078.0,false,true,14818.5,14668.25,false,false,true,true,99.0,-80.0,80.0,80.8080808080808,80.0,-80.0,true,false,true,-1,SHORT,14756.818,14768.5,14780.182,14768.5,14780.182,14768.5,14818.5,38.3179999999993,50.0
103,2022-01-21T13:25:00.000000,14638.75,14638.75,14555.25,14561.25,7610.0,2022-01-21,2022,13,25,-1,14639.75,4300.0,false,true,14818.5,14668.25,false,true,true,true,83.5,-77.5,77.5,92.81437125748504,77.5,-77.5,true,false,true,-1,SHORT,14587.147,14597.0,14606.853,14597.0,14606.853,14597.0,14818.5,211.64700000000084,221.5
104,2022-01-21T14:50:00.000000,14513.0,14513.25,14424.25,14432.0,14646.0,2022-01-21,2022,14,50,-1,14512.5,11307.0,false,true,14818.5,14668.25,false,true,true,true,89.0,-81.0,81.0,91.01123595505618,81.0,-81.0,true,false,true,-1,SHORT,14458.248,14468.75,14479.252,14468.75,14479.252,14468.75,14818.5,339.2479999999996,349.75
105,2022-01-24T09:45:00.000000,14140.75,14145.0,14013.0,14043.75,14932.0,2022-01-24,2022,9,45,-1,14140.75,11740.0,false,true,14263.5,14117.25,false,true,false,true,132.0,-97.0,97.0,73.48484848484848,97.0,-97.0,true,false,true,-1,SHORT,14063.424,14079.0,14094.576,14079.0,14094.576,14079.0,14263.5,168.9240000000009,184.5
106,2022-01-24T13:20:00.000000,14125.0,14173.0,14049.25,14050.5,12103.0,2022-01-24,2022,13,20,-1,14124.5,9697.0,false,true,14263.5,14117.25,false,true,false,true,123.75,-74.5,74.5,60.2020202020202,74.5,-74.5,true,false,true,-1,SHORT,14096.5225,14111.125,14125.7275,14111.125,14125.7275,14111.125,14263.5,137.77249999999913,152.375
107,2022-01-24T14:30:00.000000,14261.75,14389.25,14218.75,14379.75,14247.0,2022-01-24,2022,14,30,1,14263.0,10520.0,false,true,14263.5,14117.25,true,false,true,true,170.5,118.0,118.0,69.20821114369502,-118.0,118.0,true,true,false,1,LONG,14283.881,14304.0,14324.119,14304.0,14283.881,14304.0,14117.25,166.6309999999994,186.75
108,2022-01-24T14:45:00.000000,14331.0,14420.0,14326.25,14416.0,12311.0,2022-01-24,2022,14,45,1,14332.75,10914.0,false,true,14263.5,14117.25,true,false,true,true,93.75,85.0,85.0,90.66666666666666,-85.0,85.0,true,true,false,1,LONG,14362.0625,14373.125,14384.1875,14373.125,14362.0625,14373.125,14117.25,244.8125,255.875
109,2022-01-25T08:45:00.000000,14210.25,14218.0,14105.25,14117.75,17382.0,2022-01-25,2022,8,45,-1,14211.25,15500.0,false,true,14304.75,14184.25,false,true,false,true,112.75,-92.5,92.5,82.039911308204,92.5,-92.5,true,false,true,-1,SHORT,14148.3205,14161.625,14174.9295,14161.625,14174.9295,14161.625,14304.75,129.8204999999998,143.125
110,2022-01-25T10:55:00.000000,14102.0,14103.0,14022.5,14031.0,8764.0,2022-01-25,2022,10,55,-1,14102.75,6624.0,false,true,14304.75,14184.25,false,true,false,true,80.5,-71.0,71.0,88.19875776397515,71.0,-71.0,true,false,true,-1,SHORT,14053.251,14062.75,14072.249,14062.75,14072.249,14062.75,14304.75,232.5010000000002,242.0
111,2022-01-25T14:50:00.000000,14203.75,14205.0,14115.25,14133.25,13016.0,2022-01-25,2022,14,50,-1,14206.75,7555.0,false,true,14304.75,14184.25,false,true,true,true,89.75,-70.5,70.5,78.55153203342618,70.5,-70.5,true,false,true,-1,SHORT,14149.5345,14160.125,14170.7155,14160.125,14170.7155,14160.125,14304.75,134.03449999999975,144.625
113,2022-01-26T13:30:00.000000,14508.0,14513.25,14377.25,14401.25,11333.0,2022-01-26,2022,13,30,-1,14508.25,9143.0,false,true,14498.0,14350.25,false,false,true,true,136.0,-106.75,106.75,78.49264705882352,106.75,-106.75,true,false,true,-1,SHORT,14429.202,14445.25,14461.298,14445.25,14461.298,14445.25,14498.0,36.701999999999316,52.75
114,2022-01-26T13:40:00.000000,14516.0,14521.75,14341.25,14343.75,22043.0,2022-01-26,2022,13,40,-1,14516.25,17825.0,false,true,14498.0,14350.25,false,true,true,true,180.5,-172.25,172.25,95.42936288088643,172.25,-172.25,true,false,true,-1,SHORT,14410.201,14431.5,14452.799,14431.5,14452.799,14431.5,14498.0,45.20099999999911,66.5
115,2022-01-26T13:45:00.000000,14343.0,14354.25,14191.5,14212.75,30984.0,2022-01-26,2022,13,45,-1,14343.75,22043.0,false,true,14498.0,14350.25,false,true,true,true,162.75,-130.25,130.25,80.03072196620585,130.25,-130.25,true,false,true,-1,SHORT,14253.6705,14272.875,14292.0795,14272.875,14292.0795,14272.875,14498.0,205.92050000000017,225.125
116,2022-01-26T14:00:00.000000,14262.0,14262.0,14072.25,14101.5,14195.0,2022-01-26,2022,14,0,-1,14263.25,8995.0,false,true,14498.0,14350.25,false,true,true,true,189.75,-160.5,160.5,84.58498023715416,160.5,-160.5,true,false,true,-1,SHORT,14144.7345,14167.125,14189.5155,14167.125,14189.5155,14167.125,14498.0,308.4845000000005,330.875
117,2022-01-26T14:05:00.000000,14098.5,14116.0,14000.0,14000.0,14420.0,2022-01-26,2022,14,5,-1,14101.5,14195.0,false,true,14498.0,14350.25,false,true,true,true,116.0,-98.5,98.5,84.91379310344827,98.5,-98.5,true,false,true,-1,SHORT,14044.312,14058.0,14071.688,14058.0,14071.688,14058.0,14498.0,426.3119999999999,440.0
120,2022-01-28T10:55:00.000000,14223.75,14297.25,14223.75,14288.75,8795.0,2022-01-28,2022,10,55,1,14224.0,4982.0,false,true,14102.25,13892.75,true,false,true,false,73.5,65.0,65.0,88.43537414965986,-65.0,65.0,true,true,false,1,LONG,14251.827,14260.5,14269.173,14260.5,14251.827,14260.5,13892.75,359.0769999999993,367.75
121,2022-01-31T08:50:00.000000,14542.5,14613.5,14511.75,14609.5,10730.0,2022-01-31,2022,8,50,1,14543.0,8729.0,false,true,14583.75,14416.25,true,false,true,false,101.75,67.0,67.0,65.84766584766585,-67.0,67.0,true,true,false,1,LONG,14550.6185,14562.625,14574.6315,14562.625,14550.6185,14562.625,14416.25,134.3685000000005,146.375
122,2022-02-01T09:00:00.000000,14841.75,14849.0,14751.5,14758.75,14815.0,2022-02-01,2022,9,0,-1,14841.75,9067.0,false,true,14952.0,14786.5,false,true,false,true,97.5,-83.0,83.0,85.12820512820512,83.0,-83.0,true,false,true,-1,SHORT,14788.745,14800.25,14811.755,14800.25,14811.755,14800.25,14952.0,140.2450000000008,151.75
123,2022-02-07T08:50:00.000000,14733.5,14802.5,14732.5,14800.0,11016.0,2022-02-07,2022,8,50,1,14733.75,9725.0,false,true,14782.75,14670.0,true,false,true,false,70.0,66.5,66.5,95.0,-66.5,66.5,true,true,false,1,LONG,14759.24,14767.5,14775.76,14767.5,14759.24,14767.5,14670.0,89.23999999999978,97.5
124,2022-02-10T08:50:00.000000,14837.0,14917.25,14831.25,14912.25,16858.0,2022-02-10,2022,8,50,1,14837.0,11459.0,false,true,14855.5,14735.0,true,false,true,false,86.0,75.25,75.25,87.5,-75.25,75.25,true,true,false,1,LONG,14864.102,14874.25,14884.398,14874.25,14864.102,14874.25,14735.0,129.10200000000077,139.25
125,2022-02-11T08:55:00.000000,14713.0,14726.0,14624.25,14639.0,13011.0,2022-02-11,2022,8,55,-1,14713.5,9635.0,false,true,14750.0,14656.0,false,true,false,true,101.75,-74.0,74.0,72.72727272727273,74.0,-74.0,true,false,true,-1,SHORT,14663.1185,14675.125,14687.1315,14675.125,14687.1315,14675.125,14750.0,62.868500000000495,74.875
126,2022-02-14T10:15:00.000000,14271.25,14345.0,14271.25,14338.0,9957.0,2022-02-14,2022,10,15,1,14270.75,4973.0,false,true,14288.25,14182.0,true,false,true,false,73.75,66.75,66.75,90.5084745762712,-66.75,66.75,true,true,false,1,LONG,14299.4225,14308.125,14316.8275,14308.125,14299.4225,14308.125,14182.0,117.42250000000058,126.125
127,2022-02-14T12:50:00.000000,14251.5,14254.75,14163.0,14168.5,11822.0,2022-02-14,2022,12,50,-1,14251.75,4867.0,false,true,14288.25,14182.0,false,true,true,true,91.75,-83.0,83.0,90.46321525885558,83.0,-83.0,true,false,true,-1,SHORT,14198.0485,14208.875,14219.7015,14208.875,14219.7015,14208.875,14288.25,68.54850000000079,79.375
128,2022-02-16T13:20:00.000000,14489.75,14558.0,14480.0,14557.0,11370.0,2022-02-16,2022,13,20,1,14490.25,8233.0,false,true,14517.0,14430.5,true,false,true,true,78.0,67.25,67.25,86.21794871794873,-67.25,67.25,true,true,false,1,LONG,14509.796,14519.0,14528.204,14519.0,14509.796,14519.0,14430.5,79.29600000000028,88.5
130,2022-02-22T14:00:00.000000,13926.5,13998.0,13920.25,13996.75,10028.0,2022-02-22,2022,14,0,1,13926.25,9558.0,false,true,13986.75,13862.0,true,false,true,true,77.75,70.25,70.25,90.35369774919614,-70.25,70.25,true,true,false,1,LONG,13949.9505,13959.125,13968.2995,13959.125,13949.9505,13959.125,13862.0,87.95050000000083,97.125
131,2022-02-24T09:05:00.000000,13269.75,13340.25,13246.25,13335.0,11952.0,2022-02-24,2022,9,5,1,13269.0,11818.0,false,true,13305.0,13058.0,true,false,true,false,94.0,65.25,65.25,69.41489361702128,-65.25,65.25,true,true,false,1,LONG,13282.158,13293.25,13304.342,13293.25,13282.158,13293.25,13058.0,224.15799999999945,235.25
132,2022-02-24T09:45:00.000000,13364.0,13449.75,13360.25,13431.75,10276.0,2022-02-24,2022,9,45,1,13363.75,9548.0,false,true,13305.0,13058.0,true,false,true,false,89.5,67.75,67.75,75.69832402234637,-67.75,67.75,true,true,false,1,LONG,13394.439,13405.0,13415.561,13405.0,13394.439,13405.0,13058.0,336.4390000000003,347.0
133,2022-02-24T12:35:00.000000,13519.0,13596.5,13507.5,13592.75,7170.0,2022-02-24,2022,12,35,1,13519.0,4198.0,false,true,13305.0,13058.0,true,false,true,false,89.0,73.75,73.75,82.86516853932584,-73.75,73.75,true,true,false,1,LONG,13541.498,13552.0,13562.502,13552.0,13541.498,13552.0,13058.0,483.4979999999996,494.0
134,2022-02-24T12:45:00.000000,13567.5,13683.75,13545.25,13679.0,12383.0,2022-02-24,2022,12,45,1,13567.75,5651.0,false,true,13305.0,13058.0,true,false,true,false,138.5,111.5,111.5,80.50541516245488,-111.5,111.5,true,true,false,1,LONG,13598.157,13614.5,13630.843,13614.5,13598.157,13614.5,13058.0,540.1569999999992,556.5
135,2022-02-24T13:30:00.000000,13665.5,13751.75,13664.25,13747.25,11240.0,2022-02-24,2022,13,30,1,13665.75,4735.0,false,true,13305.0,13058.0,true,false,true,false,87.5,81.75,81.75,93.42857142857143,-81.75,81.75,true,true,false,1,LONG,13697.675,13708.0,13718.325,13708.0,13697.675,13708.0,13058.0,639.6749999999993,650.0
136,2022-02-24T14:30:00.000000,13813.0,13924.75,13809.5,13922.25,8439.0,2022-02-24,2022,14,30,1,13812.25,5698.0,false,true,13305.0,13058.0,true,false,true,false,115.25,109.25,109.25,94.79392624728851,-109.25,109.25,true,true,false,1,LONG,13853.5255,13867.125,13880.7245,13867.125,13853.5255,13867.125,13058.0,795.5254999999997,809.125
137,2022-02-24T14:50:00.000000,13902.0,13983.25,13899.75,13971.75,18150.0,2022-02-24,2022,14,50,1,13903.75,5922.0,false,true,13305.0,13058.0,true,false,true,false,83.5,69.75,69.75,83.53293413173652,-69.75,69.75,true,true,false,1,LONG,13931.647,13941.5,13951.353,13941.5,13931.647,13941.5,13058.0,873.6470000000008,883.5
138,2022-02-25T09:40:00.000000,13962.5,14038.5,13962.5,14038.25,8261.0,2022-02-25,2022,9,40,1,13962.75,5869.0,false,true,14013.5,13872.0,true,false,true,true,76.0,75.75,75.75,99.67105263157895,-75.75,75.75,true,true,false,1,LONG,13991.532,14000.5,14009.468,14000.5,13991.532,14000.5,13872.0,119.53199999999924,128.5
139,2022-03-02T09:05:00.000000,14097.25,14104.75,13970.0,13990.5,12720.0,2022-03-02,2022,9,5,-1,14096.75,7510.0,false,true,14114.5,14011.0,false,true,false,true,134.75,-106.75,106.75,79.22077922077922,106.75,-106.75,true,false,true,-1,SHORT,14021.4745,14037.375,14053.2755,14037.375,14053.2755,14037.375,14114.5,61.22450000000026,77.125
140,2022-03-02T10:00:00.000000,14048.0,14137.0,14012.75,14127.75,12232.0,2022-03-02,2022,10,0,1,14047.75,6402.0,false,true,14114.5,14011.0,true,false,true,true,124.25,79.75,79.75,64.1851106639839,-79.75,79.75,true,true,false,1,LONG,14060.2135,14074.875,14089.5365,14074.875,14060.2135,14074.875,14011.0,49.21349999999984,63.875
141,2022-03-04T12:40:00.000000,13911.75,13911.75,13842.75,13843.75,5958.0,2022-03-04,2022,12,40,-1,13912.75,2864.0,false,true,13995.5,13889.5,false,true,false,true,69.0,-68.0,68.0,98.55072463768117,68.0,-68.0,true,false,true,-1,SHORT,13869.108,13877.25,13885.392,13877.25,13885.392,13877.25,13995.5,110.10800000000017,118.25
142,2022-03-07T08:55:00.000000,13743.5,13766.25,13673.5,13674.0,11413.0,2022-03-07,2022,8,55,-1,13744.0,9937.0,false,true,13879.75,13744.0,false,true,false,true,92.75,-69.5,69.5,74.93261455525607,69.5,-69.5,true,false,true,-1,SHORT,13708.9305,13719.875,13730.8195,13719.875,13730.8195,13719.875,13879.75,148.9305000000004,159.875
143,2022-03-08T09:00:00.000000,13252.75,13252.75,13174.25,13183.25,10201.0,2022-03-08,2022,9,0,-1,13251.0,7385.0,false,true,13373.75,13221.75,false,true,false,true,78.5,-69.5,69.5,88.53503184713377,69.5,-69.5,true,false,true,-1,SHORT,13204.237,13213.5,13222.763,13213.5,13222.763,13213.5,13373.75,150.98699999999917,160.25
144,2022-03-08T11:10:00.000000,13349.25,13459.0,13347.0,13458.25,11469.0,2022-03-08,2022,11,10,1,13348.75,7588.0,false,true,13373.75,13221.75,true,false,true,true,112.0,109.0,109.0,97.32142857142857,-109.0,109.0,true,true,false,1,LONG,13389.784,13403.0,13416.216,13403.0,13389.784,13403.0,13221.75,168.03399999999965,181.25
145,2022-03-08T11:15:00.000000,13458.0,13548.0,13437.0,13535.75,13748.0,2022-03-08,2022,11,15,1,13458.25,11469.0,false,true,13373.75,13221.75,true,false,true,true,111.0,77.75,77.75,70.04504504504504,-77.75,77.75,true,true,false,1,LONG,13479.402,13492.5,13505.598,13492.5,13479.402,13492.5,13221.75,257.65200000000004,270.75
146,2022-03-08T14:00:00.000000,13421.5,13511.0,13411.5,13500.5,5917.0,2022-03-08,2022,14,0,1,13421.0,4498.0,false,true,13373.75,13221.75,true,false,true,true,99.5,79.0,79.0,79.39698492462311,-79.0,79.0,true,true,false,1,LONG,13449.509,13461.25,13472.991,13461.25,13449.509,13461.25,13221.75,227.75900000000001,239.5
148,2022-03-10T13:00:00.000000,13527.5,13598.75,13519.25,13597.75,6662.0,2022-03-10,2022,13,0,1,13527.0,3657.0,false,true,13579.0,13486.25,true,false,true,true,79.5,70.25,70.25,88.36477987421384,-70.25,70.25,true,true,false,1,LONG,13549.619,13559.0,13568.381,13559.0,13549.619,13559.0,13486.25,63.3690000000006,72.75
149,2022-03-16T12:00:00.000000,13744.5,13744.5,13625.25,13636.75,16712.0,2022-03-16,2022,12,0,-1,13744.5,2895.0,false,true,13866.5,13790.75,false,true,false,true,119.25,-107.75,107.75,90.35639412997904,107.75,-107.75,true,false,true,-1,SHORT,13670.8035,13684.875,13698.9465,13684.875,13698.9465,13684.875,13866.5,167.55349999999999,181.625
150,2022-03-21T13:50:00.000000,14264.5,14343.5,14264.5,14339.75,9770.0,2022-03-21,2022,13,50,1,14264.5,4590.0,false,true,14296.75,14229.25,true,false,true,true,79.0,75.25,75.25,95.25316455696202,-75.25,75.25,true,true,false,1,LONG,14294.678,14304.0,14313.322,14304.0,14294.678,14304.0,14229.25,65.42799999999988,74.75
151,2022-03-31T13:50:00.000000,14958.0,14962.75,14891.25,14892.5,17682.0,2022-03-31,2022,13,50,-1,14954.0,7102.0,false,true,15059.25,15013.75,false,true,true,true,71.5,-65.5,65.5,91.6083916083916,65.5,-65.5,true,false,true,-1,SHORT,14918.563,14927.0,14935.437,14927.0,14935.437,14927.0,15059.25,123.8130000000001,132.25
153,2022-04-06T12:30:00.000000,14440.0,14565.75,14437.75,14550.75,15472.0,2022-04-06,2022,12,30,1,14441.0,10390.0,false,true,14512.75,14456.25,true,false,true,true,128.0,110.75,110.75,86.5234375,-110.75,110.75,true,true,false,1,LONG,14486.646,14501.75,14516.854,14501.75,14486.646,14501.75,14456.25,30.39600000000064,45.5
154,2022-04-08T08:50:00.000000,14363.0,14447.0,14360.25,14437.0,12678.0,2022-04-08,2022,8,50,1,14363.5,8565.0,false,true,14429.0,14382.75,true,false,true,true,86.75,74.0,74.0,85.30259365994236,-74.0,74.0,true,true,false,1,LONG,14393.3885,14403.625,14413.8615,14403.625,14393.3885,14403.625,14382.75,10.638499999999112,20.875
155,2022-04-26T11:00:00.000000,13218.0,13219.5,13144.0,13151.0,8242.0,2022-04-26,2022,11,0,-1,13218.0,6856.0,false,true,13221.0,13137.25,false,false,false,true,75.5,-67.0,67.0,88.74172185430463,67.0,-67.0,true,false,true,-1,SHORT,13172.841,13181.75,13190.659,13181.75,13190.659,13181.75,13221.0,30.34100000000035,39.25
156,2022-04-27T10:20:00.000000,13114.0,13207.5,13101.5,13194.5,8846.0,2022-04-27,2022,10,20,1,13112.0,3680.0,false,true,13076.0,12930.25,true,false,true,false,106.0,80.5,80.5,75.94339622641509,-80.5,80.5,true,true,false,1,LONG,13141.992,13154.5,13167.008,13154.5,13141.992,13154.5,12930.25,211.7420000000002,224.25
157,2022-04-27T14:05:00.000000,13008.0,13117.75,12998.0,13090.5,14119.0,2022-04-27,2022,14,5,1,13008.5,6391.0,false,true,13076.0,12930.25,true,false,true,false,119.75,82.5,82.5,68.89352818371609,-82.5,82.5,true,true,false,1,LONG,13043.7445,13057.875,13072.0055,13057.875,13043.7445,13057.875,12930.25,113.4945000000007,127.625
158,2022-05-02T09:15:00.000000,12934.5,12936.75,12830.0,12841.0,7602.0,2022-05-02,2022,9,15,-1,12934.75,5762.0,false,true,13046.5,12962.5,false,true,false,true,106.75,-93.5,93.5,87.58782201405153,93.5,-93.5,true,false,true,-1,SHORT,12870.7785,12883.375,12895.9715,12883.375,12895.9715,12883.375,13046.5,150.52850000000035,163.125
159,2022-05-04T12:40:00.000000,13034.75,13191.25,13009.75,13152.25,18273.0,2022-05-04,2022,12,40,1,13035.75,17749.0,false,true,12978.0,12926.5,true,false,true,true,181.5,117.5,117.5,64.73829201101928,-117.5,117.5,true,true,false,1,LONG,13079.083,13100.5,13121.917,13100.5,13079.083,13100.5,12926.5,152.58300000000054,174.0
160,2022-05-05T09:50:00.000000,12921.75,12926.75,12838.0,12842.5,12646.0,2022-05-05,2022,9,50,-1,12921.5,7316.0,false,true,13028.25,12926.0,false,true,false,true,88.75,-79.25,79.25,89.29577464788733,79.25,-79.25,true,false,true,-1,SHORT,12871.9025,12882.375,12892.8475,12882.375,12892.8475,12882.375,13028.25,135.40250000000015,145.875
161,2022-05-05T12:20:00.000000,12893.0,12896.75,12810.0,12818.0,6527.0,2022-05-05,2022,12,20,-1,12891.5,6312.0,false,true,13028.25,12926.0,false,true,false,true,86.75,-75.0,75.0,86.45533141210375,75.0,-75.0,true,false,true,-1,SHORT,12843.1385,12853.375,12863.6115,12853.375,12863.6115,12853.375,13028.25,164.6384999999991,174.875
162,2022-05-06T08:45:00.000000,12697.5,12824.0,12686.0,12807.0,15877.0,2022-05-06,2022,8,45,1,12697.75,10547.0,false,true,12767.0,12635.75,true,false,true,false,138.0,109.5,109.5,79.34782608695652,-109.5,109.5,true,true,false,1,LONG,12738.716,12755.0,12771.284,12755.0,12738.716,12755.0,12635.75,102.96600000000035,119.25
163,2022-05-06T10:00:00.000000,12712.5,12791.5,12698.5,12785.75,7539.0,2022-05-06,2022,10,0,1,12713.5,6393.0,false,true,12767.0,12635.75,true,false,true,false,93.0,73.25,73.25,78.76344086021506,-73.25,73.25,true,true,false,1,LONG,12734.026,12745.0,12755.974,12745.0,12734.026,12745.0,12635.75,98.27599999999984,109.25
164,2022-05-06T13:35:00.000000,12633.75,12718.5,12631.0,12710.25,11463.0,2022-05-06,2022,13,35,1,12633.25,5830.0,false,true,12767.0,12635.75,false,false,true,true,87.5,76.5,76.5,87.42857142857143,-76.5,76.5,true,true,false,1,LONG,12664.425,12674.75,12685.075,12674.75,12664.425,12674.75,12635.75,28.674999999999272,39.0
165,2022-05-09T10:05:00.000000,12286.0,12378.75,12279.75,12352.75,9777.0,2022-05-09,2022,10,5,1,12286.0,6891.0,false,true,12347.25,12292.25,true,false,true,true,99.0,66.75,66.75,67.42424242424242,-66.75,66.75,true,true,false,1,LONG,12317.568,12329.25,12340.932,12329.25,12317.568,12329.25,12292.25,25.3179999999993,37.0
166,2022-05-11T10:25:00.000000,12298.25,12306.25,12198.75,12205.0,8593.0,2022-05-11,2022,10,25,-1,12298.0,7861.0,false,true,12414.5,12315.75,false,true,false,true,107.5,-93.25,93.25,86.74418604651163,93.25,-93.25,true,false,true,-1,SHORT,12239.815,12252.5,12265.185,12252.5,12265.185,12252.5,12414.5,149.3150000000005,162.0
167,2022-05-12T08:50:00.000000,11965.75,12043.0,11965.0,12042.0,8474.0,2022-05-12,2022,8,50,1,11967.0,7655.0,false,true,12019.0,11917.0,true,false,true,false,78.0,76.25,76.25,97.75641025641025,-76.25,76.25,true,true,false,1,LONG,11994.796,12004.0,12013.204,12004.0,11994.796,12004.0,11917.0,77.79600000000028,87.0
168,2022-05-13T12:50:00.000000,12281.5,12352.25,12276.75,12349.75,6818.0,2022-05-13,2022,12,50,1,12281.0,4280.0,false,true,12342.0,12294.75,true,false,true,true,75.5,68.25,68.25,90.39735099337747,-68.25,68.25,true,true,false,1,LONG,12305.591,12314.5,12323.409,12314.5,12305.591,12314.5,12294.75,10.84100000000035,19.75
169,2022-05-24T13:35:00.000000,11743.0,11831.75,11743.0,11809.75,14893.0,2022-05-24,2022,13,35,1,11742.25,5096.0,false,true,11664.25,11609.75,true,false,true,true,88.75,66.75,66.75,75.21126760563381,-66.75,66.75,true,true,false,1,LONG,11776.9025,11787.375,11797.8475,11787.375,11776.9025,11787.375,11609.75,167.15250000000015,177.625
